	Family	Source	orthogroup	species
Cucsa.250570	LBD	TFDB	14287	cucsa
Cucsa.250990	LBD	TFDB	2448	cucsa
Cucsa.251110	TCP	TFDB	1818	cucsa
Cucsa.251210	bHLH	TFDB	37125	cucsa
Cucsa.251220	bHLH	TFDB	468	cucsa
Cucsa.251620	NAC	TFDB	1107	cucsa
Cucsa.251830	bHLH	TFDB	15591	cucsa
Cucsa.251880	bZIP	TFDB	3506	cucsa
Cucsa.252440	WRKY	TFDB	2484	cucsa
Cucsa.252730	GATA	TFDB	5818	cucsa
Cucsa.253690	SBP	TFDB	9030	cucsa
Cucsa.253860	FAR1	TFDB	12488	cucsa
Cucsa.254010	bHLH	TFDB	12670	cucsa
Cucsa.254540	CPP	TFDB	3777	cucsa
Cucsa.254620	HSF	TFDB	686	cucsa
Cucsa.255290	bHLH	TFDB	6694	cucsa
Cucsa.256420	bHLH	TFDB	10777	cucsa
Cucsa.256700	HSF	TFDB	4517	cucsa
Cucsa.256710	Trihelix	TFDB	4283	cucsa
Cucsa.257700	LBD	TFDB	37192	cucsa
Cucsa.258700	WRKY	TFDB	4443	cucsa
Cucsa.258730	WRKY	TFDB	1814	cucsa
Cucsa.258940	bZIP	TFDB	5269	cucsa
Cucsa.259110	WRKY	TFDB	3446	cucsa
Cucsa.259300	bHLH	TFDB	5587	cucsa
Cucsa.259380	Dof	TFDB	16643	cucsa
Cucsa.259800	SBP	TFDB	11393	cucsa
Cucsa.260060	WRKY	TFDB	7769	cucsa
Cucsa.260110	bHLH	TFDB	5191	cucsa
Cucsa.260210	Dof	TFDB	6149	cucsa
Cucsa.260400	NAC	TFDB	9546	cucsa
Cucsa.263480	E2F/DP	TFDB	53	cucsa
Cucsa.265620	NAC	TFDB	1673	cucsa
Cucsa.265990	bHLH	TFDB	3545	cucsa
Cucsa.267130	bHLH	TFDB	4904	cucsa
Cucsa.267170	bHLH	TFDB	4904	cucsa
Cucsa.271570	WRKY	TFDB	9607	cucsa
Cucsa.272130	Nin-like	TFDB	6929	cucsa
Cucsa.272370	NAC	TFDB	8703	cucsa
Cucsa.272470	bZIP	TFDB	8601	cucsa
Cucsa.272530	SBP	TFDB	6950	cucsa
Cucsa.273280	NAC	TFDB	3282	cucsa
Cucsa.273460	TCP	TFDB	6890	cucsa
Cucsa.273670	BES1	TFDB	1915	cucsa
Cucsa.274650	bZIP	TFDB	37291	cucsa
Cucsa.275710	LBD	TFDB	949	cucsa
Cucsa.277250	bHLH	TFDB	8549	cucsa
Cucsa.278200	NF-YB	TFDB	37318	cucsa
Cucsa.280310	GRAS	TFDB	9580	cucsa
Cucsa.280880	TCP	TFDB	16008	cucsa
Cucsa.282040	WRKY	TFDB	11400	cucsa
Cucsa.282100	bHLH	TFDB	1632	cucsa
Cucsa.283560	LBD	TFDB	13865	cucsa
Cucsa.283900	NAC	TFDB	4736	cucsa
Cucsa.283920	bHLH	TFDB	6746	cucsa
Cucsa.283930	TCP	TFDB	18827	cucsa
Cucsa.284240	bZIP	TFDB	833	cucsa
Cucsa.284270	bHLH	TFDB	3875	cucsa
Cucsa.284430	YABBY	TFDB	10276	cucsa
Cucsa.284730	WRKY	TFDB	4245	cucsa
Cucsa.284890	NAC	TFDB	4662	cucsa
Cucsa.284990	Dof	TFDB	37364	cucsa
Cucsa.285090	ZF-HD	TFDB	18710	cucsa
Cucsa.285120	NAC	TFDB	1673	cucsa
Cucsa.285170	TCP	TFDB	1391	cucsa
Cucsa.285230	bHLH	TFDB	1669	cucsa
Cucsa.286080	bHLH	TFDB	14804	cucsa
Cucsa.286190	YABBY	TFDB	3260	cucsa
Cucsa.288680	NAC	TFDB	3751	cucsa
Cucsa.288940	GeBP	TFDB	3332	cucsa
Cucsa.289090	bHLH	TFDB	11404	cucsa
Cucsa.289120	bZIP	TFDB	4107	cucsa
Cucsa.291770	Trihelix	TFDB	6043	cucsa
Cucsa.295080	YABBY	TFDB	6359	cucsa
Cucsa.299710	Nin-like	TFDB	2485	cucsa
Cucsa.300610	WRKY	TFDB	3534	cucsa
Cucsa.300810	LBD	TFDB	37447	cucsa
Cucsa.302100	YABBY	TFDB	1817	cucsa
Cucsa.302120	NAC	TFDB	1107	cucsa
Cucsa.302570	bHLH	TFDB	18831	cucsa
Cucsa.302580	bHLH	TFDB	18831	cucsa
Cucsa.302590	bHLH	TFDB	18831	cucsa
Cucsa.304130	Dof	TFDB	437	cucsa
Cucsa.307040	S1Fa-like	TFDB	3036	cucsa
Cucsa.307210	NF-YB	TFDB	1828	cucsa
Cucsa.307270	WRKY	TFDB	6259	cucsa
Cucsa.307820.1	bZIP	TFDB	None	cucsa
Cucsa.307880	Trihelix	TFDB	5786	cucsa
Cucsa.307920	SRS	TFDB	4844	cucsa
Cucsa.308180	GRAS	TFDB	2433	cucsa
Cucsa.308400	GATA	TFDB	4870	cucsa
Cucsa.308760	NAC	TFDB	7226	cucsa
Cucsa.308770	NAC	TFDB	7156	cucsa
Cucsa.308970	Trihelix	TFDB	2815	cucsa
Cucsa.309420	bZIP	TFDB	37510	cucsa
Cucsa.309430	LBD	TFDB	8398	cucsa
Cucsa.309470	VOZ	TFDB	16818	cucsa
Cucsa.310210	FAR1	TFDB	15615	cucsa
Cucsa.310450	bZIP	TFDB	5991	cucsa
Cucsa.311060	WRKY	TFDB	4309	cucsa
Cucsa.311190	Trihelix	TFDB	8257	cucsa
Cucsa.312190	bHLH	TFDB	1138	cucsa
Cucsa.312530	GATA	TFDB	3417	cucsa
Cucsa.312800	bZIP	TFDB	37534	cucsa
Cucsa.313010	bHLH	TFDB	11058	cucsa
Cucsa.313090	bHLH	TFDB	3703	cucsa
Cucsa.313350	NAC	TFDB	4397	cucsa
Cucsa.313750	GATA	TFDB	3092	cucsa
Cucsa.319680	NAC	TFDB	53	cucsa
Cucsa.319840	NAC	TFDB	798	cucsa
Cucsa.320590	NAC	TFDB	1107	cucsa
Cucsa.320600	YABBY	TFDB	1817	cucsa
Cucsa.320850	GRAS	TFDB	16182	cucsa
Cucsa.321290	GATA	TFDB	3092	cucsa
Cucsa.321510	SRS	TFDB	10157	cucsa
Cucsa.321840	bHLH	TFDB	37591	cucsa
Cucsa.321980	HSF	TFDB	8671	cucsa
Cucsa.322110	bZIP	TFDB	3002	cucsa
Cucsa.322470	bHLH	TFDB	8679	cucsa
Cucsa.322560	bHLH	TFDB	982	cucsa
Cucsa.322810	bZIP	TFDB	3540	cucsa
Cucsa.325250	CAMTA	TFDB	3697	cucsa
Cucsa.326100	LBD	TFDB	37607	cucsa
Cucsa.327760	WRKY	TFDB	8536	cucsa
Cucsa.328060	bHLH	TFDB	8566	cucsa
Cucsa.330590	LBD	TFDB	37622	cucsa
Cucsa.332360	CPP	TFDB	3664	cucsa
Cucsa.332450	bHLH	TFDB	1196	cucsa
Cucsa.337510	bZIP	TFDB	9544	cucsa
Cucsa.337740	bZIP	TFDB	11413	cucsa
Cucsa.338050	Dof	TFDB	9441	cucsa
Cucsa.338130	LBD	TFDB	8874	cucsa
Cucsa.338180	HSF	TFDB	5226	cucsa
Cucsa.338700	NAC	TFDB	21097	cucsa
Cucsa.338740	Dof	TFDB	391	cucsa
Cucsa.338950	ZF-HD	TFDB	5829	cucsa
Cucsa.339980	LBD	TFDB	3324	cucsa
Cucsa.340200	bHLH	TFDB	7837	cucsa
Cucsa.340570	GATA	TFDB	4163	cucsa
Cucsa.341290	Dof	TFDB	3261	cucsa
Cucsa.341410	bHLH	TFDB	3314	cucsa
Cucsa.341790	NAC	TFDB	5737	cucsa
Cucsa.341800	NAC	TFDB	2679	cucsa
Cucsa.341850	LBD	TFDB	37713	cucsa
Cucsa.342640	bHLH	TFDB	10182	cucsa
Cucsa.342680	bZIP	TFDB	37718	cucsa
Cucsa.342770	SRS	TFDB	1366	cucsa
Cucsa.345830	NAC	TFDB	7471	cucsa
Cucsa.345910	SRS	TFDB	1366	cucsa
Cucsa.345940	NF-YC	TFDB	4723	cucsa
Cucsa.349220	Trihelix	TFDB	5163	cucsa
Cucsa.349370	NAC	TFDB	5983	cucsa
Cucsa.349500	TCP	TFDB	2816	cucsa
Cucsa.349620	SBP	TFDB	14448	cucsa
Cucsa.349690	CAMTA	TFDB	3827	cucsa
Cucsa.349890	Dof	TFDB	37746	cucsa
Cucsa.350940	bHLH	TFDB	3515	cucsa
Cucsa.352300	bHLH	TFDB	1128	cucsa
Cucsa.352320	HSF	TFDB	4586	cucsa
Cucsa.352340	NAC	TFDB	14449	cucsa
Cucsa.352410	WRKY	TFDB	1342	cucsa
Cucsa.352730	LBD	TFDB	8267	cucsa
Cucsa.352750	bHLH	TFDB	3921	cucsa
Cucsa.353000	bZIP	TFDB	10191	cucsa
Cucsa.353050	bHLH	TFDB	3172	cucsa
Cucsa.353330	GATA	TFDB	1893	cucsa
Cucsa.355680	HSF	TFDB	7670	cucsa
Cucsa.356720	WRKY	TFDB	13305	cucsa
Cucsa.358620	LBD	TFDB	37815	cucsa
Cucsa.358990	Trihelix	TFDB	9449	cucsa
Cucsa.359290	bHLH	TFDB	37824	cucsa
Cucsa.359570	GATA	TFDB	3868	cucsa
Cucsa.359990	Trihelix	TFDB	7040	cucsa
Cucsa.360250	GRAS	TFDB	8861	cucsa
Cucsa.360530	LBD	TFDB	10638	cucsa
Cucsa.360770	bHLH	TFDB	3314	cucsa
Cucsa.361150	GATA	TFDB	13182	cucsa
Cucsa.362140	GRAS	TFDB	13310	cucsa
Cucsa.362830	LBD	TFDB	5272	cucsa
Cucsa.362840	LBD	TFDB	4375	cucsa
Cucsa.363020	TCP	TFDB	1818	cucsa
Cucsa.363640	bZIP	TFDB	7044	cucsa
Cucsa.363680	Trihelix	TFDB	6880	cucsa
Cucsa.363740	bZIP	TFDB	10525	cucsa
Cucsa.364130	NAC	TFDB	6962	cucsa
Cucsa.364340	EIL	TFDB	1339	cucsa
Cucsa.364380	bZIP	TFDB	7671	cucsa
Cucsa.364870	Trihelix	TFDB	6846	cucsa
Cucsa.365230	GRAS	TFDB	5389	cucsa
Cucsa.365420	bZIP	TFDB	7042	cucsa
Cucsa.366890	bHLH	TFDB	1128	cucsa
Cucsa.366960	GRAS	TFDB	37904	cucsa
Cucsa.370520	NAC	TFDB	9383	cucsa
Cucsa.370550	bZIP	TFDB	4262	cucsa
Cucsa.371810	bHLH	TFDB	1320	cucsa
Cucsa.374330	bHLH	TFDB	3875	cucsa
Cucsa.374400	bZIP	TFDB	12897	cucsa
Cucsa.374630	NF-YA	TFDB	17647	cucsa
Cucsa.377700	bHLH	TFDB	3131	cucsa
Cucsa.378480	Trihelix	TFDB	2815	cucsa
Cucsa.378560	HSF	TFDB	8969	cucsa
Cucsa.378670	Trihelix	TFDB	10861	cucsa
Cucsa.378680	Trihelix	TFDB	5914	cucsa
Cucsa.380590	GeBP	TFDB	18861	cucsa
Cucsa.382180	bZIP	TFDB	6481	cucsa
Cucsa.382190	bZIP	TFDB	6481	cucsa
Cucsa.382200	BBR-BPC	TFDB	5221	cucsa
Cucsa.383850	bHLH	TFDB	11266	cucsa
Cucsa.384890	TCP	TFDB	38005	cucsa
Cucsa.385090	bZIP	TFDB	10747	cucsa
Cucsa.385130	bZIP	TFDB	38011	cucsa
Cucsa.385700	bHLH	TFDB	5237	cucsa
Cucsa.385930	TCP	TFDB	16700	cucsa
Cucsa.387680	bHLH	TFDB	3350	cucsa
Cucsa.387940	NAC	TFDB	6571	cucsa
Cucsa.387990	GRAS	TFDB	14459	cucsa
Cucsa.388100	FAR1	TFDB	15463	cucsa
Cucsa.388160	LBD	TFDB	2568	cucsa
Cucsa.388460	FAR1	TFDB	8113	cucsa
Cucsa.388630	bHLH	TFDB	4373	cucsa
Cucsa.388650	WRKY	TFDB	3582	cucsa
Cucsa.388780	bHLH	TFDB	6667	cucsa
Cucsa.388800	bZIP	TFDB	12030	cucsa
Cucsa.391880	NAC	TFDB	9383	cucsa
Cucsa.392170	SBP	TFDB	2495	cucsa
Cucsa.394330	YABBY	TFDB	3260	cucsa
Cucsa.394820	Trihelix	TFDB	7043	cucsa
Cucsa.395060	HSF	TFDB	7946	cucsa
Cucsa.395100	LBD	TFDB	17651	cucsa
Cucsa.395400	bHLH	TFDB	38079	cucsa
Cucsa.395470	bZIP	TFDB	10191	cucsa
Cucsa.395680	bHLH	TFDB	38083	cucsa
Cucsa.395990	bHLH	TFDB	9051	cucsa
Cucsa.396040	HSF	TFDB	4586	cucsa
Cucsa.396050	bHLH	TFDB	1128	cucsa
Cucsa.396070	bZIP	TFDB	860	cucsa
Cucsa.397230	HRT-like	TFDB	4453	cucsa
Cucsa.397360	GATA	TFDB	1893	cucsa
Cucsa.397930	E2F/DP	TFDB	5024	cucsa
Cucsa.046570	ARF	TFDB	4326	cucsa
Cucsa.047990	ARF	TFDB	2718	cucsa
Cucsa.052860	ARF	TFDB	2844	cucsa
Cucsa.071070	ARF	TFDB	9376	cucsa
Cucsa.078800	ARF	TFDB	707	cucsa
Cucsa.114840	ARF	TFDB	707	cucsa
Cucsa.124410	ARF	TFDB	645	cucsa
Cucsa.137650	ARF	TFDB	645	cucsa
Cucsa.152170	ARF	TFDB	2718	cucsa
Cucsa.156920	ARF	TFDB	2507	cucsa
Cucsa.173460	ARF	TFDB	21104	cucsa
Cucsa.183410	ARF	TFDB	3928	cucsa
Cucsa.303990	ARF	TFDB	707	cucsa
Cucsa.342870	ARF	TFDB	10432	cucsa
Cucsa.381330	ARF	TFDB	3833	cucsa
Cucsa.386060	ARF	TFDB	645	cucsa
Cucsa.042780	B3	TFDB	3696	cucsa
Cucsa.045980	B3	TFDB	13184	cucsa
Cucsa.078480	B3	TFDB	10669	cucsa
Cucsa.089840	B3	TFDB	3696	cucsa
Cucsa.093850	B3	TFDB	150	cucsa
Cucsa.102040	B3	TFDB	14965	cucsa
Cucsa.102050	B3	TFDB	82	cucsa
Cucsa.102060	B3	TFDB	150	cucsa
Cucsa.102070	B3	TFDB	150	cucsa
Cucsa.102080	B3	TFDB	150	cucsa
Cucsa.102090	B3	TFDB	150	cucsa
Cucsa.106780	B3	TFDB	954	cucsa
Cucsa.109990	B3	TFDB	2139	cucsa
Cucsa.110000	B3	TFDB	2139	cucsa
Cucsa.111990	B3	TFDB	16764	cucsa
Cucsa.177010	B3	TFDB	1440	cucsa
Cucsa.193290	B3	TFDB	954	cucsa
Cucsa.219930	B3	TFDB	14871	cucsa
Cucsa.232520	B3	TFDB	1859	cucsa
Cucsa.232750	B3	TFDB	7347	cucsa
Cucsa.232760	B3	TFDB	7347	cucsa
Cucsa.241440	B3	TFDB	3663	cucsa
Cucsa.244250	B3	TFDB	14409	cucsa
Cucsa.257390	B3	TFDB	15061	cucsa
Cucsa.341840	B3	TFDB	11415	cucsa
Cucsa.349830	B3	TFDB	954	cucsa
Cucsa.366500	B3	TFDB	17645	cucsa
Cucsa.366510	B3	TFDB	17645	cucsa
Cucsa.366520	B3	TFDB	17645	cucsa
Cucsa.366590	B3	TFDB	17645	cucsa
Cucsa.366830	B3	TFDB	6190	cucsa
Cucsa.391740	B3	TFDB	14460	cucsa
Cucsa.051660	AP2	TFDB	5180	cucsa
Cucsa.065430	AP2	TFDB	5670	cucsa
Cucsa.065640	AP2	TFDB	14327	cucsa
Cucsa.092550	AP2	TFDB	9216	cucsa
Cucsa.102550	AP2	TFDB	3095	cucsa
Cucsa.103400	AP2	TFDB	661	cucsa
Cucsa.106090	AP2	TFDB	1008	cucsa
Cucsa.170790	AP2	TFDB	1008	cucsa
Cucsa.192220	AP2	TFDB	8556	cucsa
Cucsa.260270	AP2	TFDB	7547	cucsa
Cucsa.277740	AP2	TFDB	9090	cucsa
Cucsa.282940	AP2	TFDB	2117	cucsa
Cucsa.307230	AP2	TFDB	14327	cucsa
Cucsa.353040	AP2	TFDB	661	cucsa
Cucsa.367290	AP2	TFDB	3095	cucsa
Cucsa.395410	AP2	TFDB	661	cucsa
Cucsa.338170	AP2	TFDB	7986	cucsa
Cucsa.165940	AP2	TFDB	36525	cucsa
Cucsa.005540	ERF	TFDB	35303	cucsa
Cucsa.012850	ERF	TFDB	3683	cucsa
Cucsa.038760	ERF	TFDB	5049	cucsa
Cucsa.041590	ERF	TFDB	674	cucsa
Cucsa.042770	ERF	TFDB	8321	cucsa
Cucsa.046390	ERF	TFDB	13185	cucsa
Cucsa.046660	ERF	TFDB	8043	cucsa
Cucsa.053560	ERF	TFDB	18765	cucsa
Cucsa.055920	ERF	TFDB	14324	cucsa
Cucsa.062330	ERF	TFDB	2832	cucsa
Cucsa.064390	ERF	TFDB	560	cucsa
Cucsa.069280	ERF	TFDB	7314	cucsa
Cucsa.078000	ERF	TFDB	5447	cucsa
Cucsa.083150	ERF	TFDB	5314	cucsa
Cucsa.088640	ERF	TFDB	8452	cucsa
Cucsa.094100	ERF	TFDB	4987	cucsa
Cucsa.095770	ERF	TFDB	35938	cucsa
Cucsa.095860	ERF	TFDB	2397	cucsa
Cucsa.096220	ERF	TFDB	35944	cucsa
Cucsa.096450	ERF	TFDB	35953	cucsa
Cucsa.096930	ERF	TFDB	6281	cucsa
Cucsa.101370	ERF	TFDB	3425	cucsa
Cucsa.102400	ERF	TFDB	36011	cucsa
Cucsa.102560	ERF	TFDB	3032	cucsa
Cucsa.104510	ERF	TFDB	560	cucsa
Cucsa.105790	ERF	TFDB	12067	cucsa
Cucsa.105830	ERF	TFDB	36036	cucsa
Cucsa.107190	ERF	TFDB	9985	cucsa
Cucsa.107350	ERF	TFDB	36043	cucsa
Cucsa.116550	ERF	TFDB	7624	cucsa
Cucsa.118840	ERF	TFDB	7626	cucsa
Cucsa.118970	ERF	TFDB	4310	cucsa
Cucsa.119440	ERF	TFDB	563	cucsa
Cucsa.121080	ERF	TFDB	36162	cucsa
Cucsa.121430	ERF	TFDB	14360	cucsa
Cucsa.122930	ERF	TFDB	6896	cucsa
Cucsa.126860	ERF	TFDB	12225	cucsa
Cucsa.126880	ERF	TFDB	13185	cucsa
Cucsa.129320	ERF	TFDB	9092	cucsa
Cucsa.129330	ERF	TFDB	4987	cucsa
Cucsa.129630	ERF	TFDB	5361	cucsa
Cucsa.130200	ERF	TFDB	16772	cucsa
Cucsa.132120	ERF	TFDB	416	cucsa
Cucsa.136780	ERF	TFDB	13504	cucsa
Cucsa.139820	ERF	TFDB	13223	cucsa
Cucsa.141980	ERF	TFDB	2723	cucsa
Cucsa.147760	ERF	TFDB	4310	cucsa
Cucsa.149280	ERF	TFDB	3256	cucsa
Cucsa.150110	ERF	TFDB	5447	cucsa
Cucsa.152770	ERF	TFDB	1984	cucsa
Cucsa.154520	ERF	TFDB	560	cucsa
Cucsa.156890	ERF	TFDB	3439	cucsa
Cucsa.158080	ERF	TFDB	13233	cucsa
Cucsa.161310	ERF	TFDB	1804	cucsa
Cucsa.162710	ERF	TFDB	1288	cucsa
Cucsa.162720	ERF	TFDB	1288	cucsa
Cucsa.166340	ERF	TFDB	441	cucsa
Cucsa.190200	ERF	TFDB	13223	cucsa
Cucsa.193280	ERF	TFDB	13250	cucsa
Cucsa.193930	ERF	TFDB	12046	cucsa
Cucsa.195660	ERF	TFDB	13002	cucsa
Cucsa.198700	ERF	TFDB	14392	cucsa
Cucsa.201950	ERF	TFDB	36794	cucsa
Cucsa.219890	ERF	TFDB	4484	cucsa
Cucsa.231820	ERF	TFDB	4597	cucsa
Cucsa.235510	ERF	TFDB	7624	cucsa
Cucsa.237150	ERF	TFDB	994	cucsa
Cucsa.237170	ERF	TFDB	994	cucsa
Cucsa.237800	ERF	TFDB	13262	cucsa
Cucsa.244290	ERF	TFDB	4484	cucsa
Cucsa.250290	ERF	TFDB	3425	cucsa
Cucsa.251020	ERF	TFDB	674	cucsa
Cucsa.251030	ERF	TFDB	441	cucsa
Cucsa.252810	ERF	TFDB	37144	cucsa
Cucsa.253400	ERF	TFDB	7495	cucsa
Cucsa.255320	ERF	TFDB	1396	cucsa
Cucsa.255330	ERF	TFDB	5916	cucsa
Cucsa.255340	ERF	TFDB	2832	cucsa
Cucsa.256230	ERF	TFDB	1527	cucsa
Cucsa.258020	ERF	TFDB	14418	cucsa
Cucsa.258900	ERF	TFDB	7626	cucsa
Cucsa.259750	ERF	TFDB	4364	cucsa
Cucsa.260030	ERF	TFDB	14419	cucsa
Cucsa.260040	ERF	TFDB	14419	cucsa
Cucsa.271180	ERF	TFDB	16096	cucsa
Cucsa.271720	ERF	TFDB	1288	cucsa
Cucsa.283620	ERF	TFDB	1527	cucsa
Cucsa.286530	ERF	TFDB	4687	cucsa
Cucsa.292670	ERF	TFDB	416	cucsa
Cucsa.300100	ERF	TFDB	2397	cucsa
Cucsa.302750	ERF	TFDB	441	cucsa
Cucsa.302760	ERF	TFDB	674	cucsa
Cucsa.303720	ERF	TFDB	9985	cucsa
Cucsa.303840	ERF	TFDB	8426	cucsa
Cucsa.310360	ERF	TFDB	416	cucsa
Cucsa.312570	ERF	TFDB	1804	cucsa
Cucsa.321050	ERF	TFDB	4364	cucsa
Cucsa.321150	ERF	TFDB	1849	cucsa
Cucsa.321160	ERF	TFDB	5361	cucsa
Cucsa.334870	ERF	TFDB	1984	cucsa
Cucsa.336890	ERF	TFDB	4868	cucsa
Cucsa.342750	ERF	TFDB	4597	cucsa
Cucsa.349200	ERF	TFDB	3439	cucsa
Cucsa.352470	ERF	TFDB	3203	cucsa
Cucsa.359390	ERF	TFDB	5049	cucsa
Cucsa.359880	ERF	TFDB	3256	cucsa
Cucsa.363830	ERF	TFDB	6188	cucsa
Cucsa.364910	ERF	TFDB	7856	cucsa
Cucsa.365220	ERF	TFDB	4567	cucsa
Cucsa.365320	ERF	TFDB	1527	cucsa
Cucsa.365850	ERF	TFDB	18673	cucsa
Cucsa.367300	ERF	TFDB	37907	cucsa
Cucsa.372760	ERF	TFDB	4567	cucsa
Cucsa.378450	ERF	TFDB	14456	cucsa
Cucsa.378470	ERF	TFDB	5314	cucsa
Cucsa.383680	ERF	TFDB	1396	cucsa
Cucsa.388530	ERF	TFDB	38039	cucsa
Cucsa.388540	ERF	TFDB	13321	cucsa
Cucsa.394520	ERF	TFDB	4687	cucsa
Cucsa.395960	ERF	TFDB	3203	cucsa
Cucsa.043400	DBB	TFDB	1203	cucsa
Cucsa.106670	DBB	TFDB	1203	cucsa
Cucsa.109250	DBB	TFDB	5384	cucsa
Cucsa.159630	DBB	TFDB	5709	cucsa
Cucsa.273610	DBB	TFDB	8575	cucsa
Cucsa.345890	DBB	TFDB	37728	cucsa
Cucsa.362200	DBB	TFDB	3017	cucsa
Cucsa.377860	DBB	TFDB	5384	cucsa
Cucsa.072900	CO-like	TFDB	8159	cucsa
Cucsa.089490	CO-like	TFDB	35874	cucsa
Cucsa.092180	CO-like	TFDB	9356	cucsa
Cucsa.092190	CO-like	TFDB	9356	cucsa
Cucsa.095220	CO-like	TFDB	6292	cucsa
Cucsa.100130	CO-like	TFDB	2460	cucsa
Cucsa.120160	CO-like	TFDB	2460	cucsa
Cucsa.163000	CO-like	TFDB	9308	cucsa
Cucsa.174610	CO-like	TFDB	2467	cucsa
Cucsa.199050	CO-like	TFDB	1518	cucsa
Cucsa.283570	CO-like	TFDB	1518	cucsa
Cucsa.365300	CO-like	TFDB	1518	cucsa
Cucsa.069440	ARR-B	TFDB	3121	cucsa
Cucsa.092420	ARR-B	TFDB	17585	cucsa
Cucsa.092430	ARR-B	TFDB	17585	cucsa
Cucsa.132590	ARR-B	TFDB	491	cucsa
Cucsa.251000	ARR-B	TFDB	16170	cucsa
Cucsa.252760	ARR-B	TFDB	3121	cucsa
Cucsa.271670	ARR-B	TFDB	491	cucsa
Cucsa.280670	ARR-B	TFDB	5707	cucsa
Cucsa.283240	ARR-B	TFDB	5707	cucsa
Cucsa.313480	ARR-B	TFDB	2661	cucsa
Cucsa.321580	ARR-B	TFDB	2661	cucsa
Cucsa.350850	ARR-B	TFDB	491	cucsa
Cucsa.362450	ARR-B	TFDB	15090	cucsa
Cucsa.363120	ARR-B	TFDB	17644	cucsa
Cucsa.394720	ARR-B	TFDB	4593	cucsa
Cucsa.027530	G2-like	TFDB	2363	cucsa
Cucsa.037070	G2-like	TFDB	2363	cucsa
Cucsa.044390	G2-like	TFDB	8017	cucsa
Cucsa.044400	G2-like	TFDB	4139	cucsa
Cucsa.045140	G2-like	TFDB	4291	cucsa
Cucsa.047000	G2-like	TFDB	16739	cucsa
Cucsa.058770	G2-like	TFDB	5052	cucsa
Cucsa.082250	G2-like	TFDB	5175	cucsa
Cucsa.087530	G2-like	TFDB	3030	cucsa
Cucsa.102260	G2-like	TFDB	966	cucsa
Cucsa.108670	G2-like	TFDB	6128	cucsa
Cucsa.110080	G2-like	TFDB	966	cucsa
Cucsa.116140	G2-like	TFDB	5175	cucsa
Cucsa.117700	G2-like	TFDB	7300	cucsa
Cucsa.118610	G2-like	TFDB	3185	cucsa
Cucsa.122130	G2-like	TFDB	11355	cucsa
Cucsa.130050	G2-like	TFDB	8020	cucsa
Cucsa.138850	G2-like	TFDB	7300	cucsa
Cucsa.140020	G2-like	TFDB	8759	cucsa
Cucsa.149820	G2-like	TFDB	6095	cucsa
Cucsa.177640	G2-like	TFDB	36620	cucsa
Cucsa.189550	G2-like	TFDB	3182	cucsa
Cucsa.220080	G2-like	TFDB	966	cucsa
Cucsa.232510	G2-like	TFDB	4088	cucsa
Cucsa.239950	G2-like	TFDB	3185	cucsa
Cucsa.256450	G2-like	TFDB	11921	cucsa
Cucsa.277160	G2-like	TFDB	2257	cucsa
Cucsa.283860	G2-like	TFDB	2386	cucsa
Cucsa.312860	G2-like	TFDB	3235	cucsa
Cucsa.322050	G2-like	TFDB	3235	cucsa
Cucsa.337130	G2-like	TFDB	14444	cucsa
Cucsa.340600	G2-like	TFDB	2478	cucsa
Cucsa.341860	G2-like	TFDB	4088	cucsa
Cucsa.353890	G2-like	TFDB	4106	cucsa
Cucsa.358530	G2-like	TFDB	8759	cucsa
Cucsa.365440	G2-like	TFDB	2386	cucsa
Cucsa.384780	G2-like	TFDB	18862	cucsa
Cucsa.018420	MIKC_MADS	TFDB	5040	cucsa
Cucsa.047280	MIKC_MADS	TFDB	3132	cucsa
Cucsa.061700	MIKC_MADS	TFDB	12023	cucsa
Cucsa.061750	MIKC_MADS	TFDB	10279	cucsa
Cucsa.103820	MIKC_MADS	TFDB	1046	cucsa
Cucsa.104010	MIKC_MADS	TFDB	5267	cucsa
Cucsa.113420	MIKC_MADS	TFDB	36096	cucsa
Cucsa.113430	MIKC_MADS	TFDB	1101	cucsa
Cucsa.115490	MIKC_MADS	TFDB	2219	cucsa
Cucsa.139620	MIKC_MADS	TFDB	9818	cucsa
Cucsa.160640	MIKC_MADS	TFDB	13736	cucsa
Cucsa.174510	MIKC_MADS	TFDB	3996	cucsa
Cucsa.212720	MIKC_MADS	TFDB	36854	cucsa
Cucsa.248870	MIKC_MADS	TFDB	12979	cucsa
Cucsa.251140	MIKC_MADS	TFDB	2219	cucsa
Cucsa.251170	MIKC_MADS	TFDB	7653	cucsa
Cucsa.257910	MIKC_MADS	TFDB	4316	cucsa
Cucsa.302640	MIKC_MADS	TFDB	8038	cucsa
Cucsa.327970	MIKC_MADS	TFDB	365	cucsa
Cucsa.327980	MIKC_MADS	TFDB	1101	cucsa
Cucsa.331840	MIKC_MADS	TFDB	37625	cucsa
Cucsa.331900	MIKC_MADS	TFDB	1046	cucsa
Cucsa.342790	MIKC_MADS	TFDB	10609	cucsa
Cucsa.349640	MIKC_MADS	TFDB	4601	cucsa
Cucsa.362960	MIKC_MADS	TFDB	4316	cucsa
Cucsa.392160	MIKC_MADS	TFDB	15633	cucsa
Cucsa.031740	M-type_MADS	TFDB	365	cucsa
Cucsa.047600	M-type_MADS	TFDB	1276	cucsa
